Cross Validation data sets
327807,Test group:3,Total correct:,0.9298245614035088,Bad correct:,15/26,Good correct:,144/145
329346,Test group:4,Total correct:,0.8713450292397661,Bad correct:,8/26,Good correct:,141/145
330885,Test group:5,Total correct:,0.9473684210526315,Bad correct:,18/26,Good correct:,144/145
332424,Test group:6,Total correct:,0.9005847953216374,Bad correct:,9/26,Good correct:,145/145
333963,Test group:7,Total correct:,0.9181286549707602,Bad correct:,12/26,Good correct:,145/145
335502,Test group:8,Total correct:,0.9181286549707602,Bad correct:,13/26,Good correct:,144/145
337041,Test group:9,Total correct:,0.9707602339181286,Bad correct:,23/26,Good correct:,143/145
338580,Test group:10,Total correct:,0.9239766081871345,Bad correct:,15/26,Good correct:,143/145
340119,Test group:1,Total correct:,0.9415204678362573,Bad correct:,18/26,Good correct:,143/145
341658,Test group:2,Total correct:,0.9122807017543859,Bad correct:,13/26,Good correct:,143/145
343197,Test group:3,Total correct:,0.9064327485380117,Bad correct:,12/26,Good correct:,143/145
344736,Test group:4,Total correct:,0.9181286549707602,Bad correct:,20/26,Good correct:,137/145
346275,Test group:5,Total correct:,0.9239766081871345,Bad correct:,13/26,Good correct:,145/145
347814,Test group:6,Total correct:,0.9064327485380117,Bad correct:,10/26,Good correct:,145/145
349353,Test group:7,Total correct:,0.9239766081871345,Bad correct:,15/26,Good correct:,143/145
350892,Test group:8,Total correct:,0.9064327485380117,Bad correct:,11/26,Good correct:,144/145
352431,Test group:9,Total correct:,0.9064327485380117,Bad correct:,23/26,Good correct:,132/145
353970,Test group:10,Total correct:,0.9064327485380117,Bad correct:,17/26,Good correct:,138/145
355509,Test group:1,Total correct:,0.9298245614035088,Bad correct:,14/26,Good correct:,145/145
357048,Test group:2,Total correct:,0.8304093567251462,Bad correct:,18/26,Good correct:,124/145
358587,Test group:3,Total correct:,0.8947368421052632,Bad correct:,15/26,Good correct:,138/145
360126,Test group:4,Total correct:,0.8771929824561403,Bad correct:,5/26,Good correct:,145/145
361665,Test group:5,Total correct:,0.9532163742690059,Bad correct:,18/26,Good correct:,145/145
363204,Test group:6,Total correct:,0.8947368421052632,Bad correct:,17/26,Good correct:,136/145
364743,Test group:7,Total correct:,0.9415204678362573,Bad correct:,21/26,Good correct:,140/145
366282,Test group:8,Total correct:,0.935672514619883,Bad correct:,17/26,Good correct:,143/145
367821,Test group:9,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
369360,Test group:10,Total correct:,0.9005847953216374,Bad correct:,20/26,Good correct:,134/145
370899,Test group:1,Total correct:,0.9122807017543859,Bad correct:,12/26,Good correct:,144/145
372438,Test group:2,Total correct:,0.8888888888888888,Bad correct:,15/26,Good correct:,137/145
373977,Test group:3,Total correct:,0.8771929824561403,Bad correct:,18/26,Good correct:,132/145
375516,Test group:4,Total correct:,0.8771929824561403,Bad correct:,5/26,Good correct:,145/145
377055,Test group:5,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
378594,Test group:6,Total correct:,0.9181286549707602,Bad correct:,24/26,Good correct:,133/145
380133,Test group:7,Total correct:,0.8421052631578947,Bad correct:,22/26,Good correct:,122/145
381672,Test group:8,Total correct:,0.9122807017543859,Bad correct:,13/26,Good correct:,143/145
383211,Test group:9,Total correct:,0.9473684210526315,Bad correct:,21/26,Good correct:,141/145
384750,Test group:10,Total correct:,0.9239766081871345,Bad correct:,16/26,Good correct:,142/145
386289,Test group:1,Total correct:,0.9181286549707602,Bad correct:,13/26,Good correct:,144/145
387828,Test group:2,Total correct:,0.9239766081871345,Bad correct:,17/26,Good correct:,141/145
389367,Test group:3,Total correct:,0.9298245614035088,Bad correct:,16/26,Good correct:,143/145
390906,Test group:4,Total correct:,0.8947368421052632,Bad correct:,22/26,Good correct:,131/145
392445,Test group:5,Total correct:,0.9590643274853801,Bad correct:,19/26,Good correct:,145/145
393984,Test group:6,Total correct:,0.9532163742690059,Bad correct:,18/26,Good correct:,145/145
395523,Test group:7,Total correct:,0.9590643274853801,Bad correct:,21/26,Good correct:,143/145
397062,Test group:8,Total correct:,0.9005847953216374,Bad correct:,10/26,Good correct:,144/145
398601,Test group:9,Total correct:,0.9064327485380117,Bad correct:,10/26,Good correct:,145/145
400140,Test group:10,Total correct:,0.935672514619883,Bad correct:,17/26,Good correct:,143/145
401679,Test group:1,Total correct:,0.8830409356725146,Bad correct:,6/26,Good correct:,145/145
403218,Test group:2,Total correct:,0.9064327485380117,Bad correct:,15/26,Good correct:,140/145
404757,Test group:3,Total correct:,0.8771929824561403,Bad correct:,12/26,Good correct:,138/145
406296,Test group:4,Total correct:,0.935672514619883,Bad correct:,18/26,Good correct:,142/145
407835,Test group:5,Total correct:,0.9122807017543859,Bad correct:,11/26,Good correct:,145/145
409374,Test group:6,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
410913,Test group:7,Total correct:,0.9181286549707602,Bad correct:,12/26,Good correct:,145/145
412452,Test group:8,Total correct:,0.9122807017543859,Bad correct:,14/26,Good correct:,142/145
413991,Test group:9,Total correct:,0.9532163742690059,Bad correct:,24/26,Good correct:,139/145
